-------------------这是一个nodejs测试文件------------------
NAME                      | DESCRIPTION          | AUTHOR          | DATE       | VERSION  | KEYWORDS
babel-plugin-transform-as | Turn async…          | =amasad =hzoo…  | 2016-09-28 | 6.16.0   | babel-plugin
ync-to-module-method      |                      |                 |            |          |             
babel-plugin-transform-bu | A plugin for Babel…  | =loganfsmyth    | 2015-12-11 | 1.1.0    | babel babel-plugin es6 classes
iltin-extend              |                      |                 |            |          |                               
babel-plugin-transform-cl | ## Installation      | =amasad =hzoo…  | 2016-10-24 | 6.18.0   | babel-plugin
ass-constructor-call      |                      |                 |            |          |             
babel-plugin-transform-cl | This plugin…         | =amasad =hzoo…  | 2016-11-16 | 6.19.0   | babel-plugin
ass-properties            |                      |                 |            |          |             
babel-plugin-transform-de | Compile class and…   | =amasad =hzoo…  | 2016-08-04 | 6.13.0   | babel-plugin
corators                  |                      |                 |            |          |             
babel-plugin-transform-de | A plugin for Babel…  | =ide…           | 2016-11-09 | 1.3.4    | babel babel-plugin es7 decorators
corators-legacy           |                      |                 |            |          |                                  
babel-plugin-transform-do | Compile do…          | =amasad =hzoo…  | 2016-05-02 | 6.8.0    | babel-plugin
-expressions              |                      |                 |            |          |             
babel-plugin-transform-es | Compile ES2015…      | =amasad =hzoo…  | 2016-05-02 | 6.8.0    | babel-plugin
2015-arrow-functions      |                      |                 |            |          |             
babel-plugin-transform-es | Babel plugin to…     | =amasad =hzoo…  | 2016-05-02 | 6.8.0    | babel-plugin
2015-block-scoped-functio |                      |                 |            |          |             
ns                        |                      |                 |            |          |             
babel-plugin-transform-es | Compile ES2015…      | =amasad =hzoo…  | 2016-12-16 | 6.21.0   | babel-plugin
2015-block-scoping        |                      |                 |            |          |             
babel-plugin-transform-es | Compile ES2015…      | =amasad =hzoo…  | 2016-10-24 | 6.18.0   | babel-plugin
2015-classes              |                      |                 |            |          |             
babel-plugin-transform-es | Compile ES2015…      | =amasad =hzoo…  | 2016-05-02 | 6.8.0    | babel-plugin
2015-computed-properties  |                      |                 |            |          |             
babel-plugin-transform-es | Compile ES2015…      | =amasad =hzoo…  | 2016-11-16 | 6.19.0   | babel-plugin
2015-destructuring        |                      |                 |            |          |             
babel-plugin-transform-es | Compile objects…     | =amasad =hzoo…  | 2016-05-02 | 6.8.0    | babel-plugin
2015-duplicate-keys       |                      |                 |            |          |             
babel-plugin-transform-es | Compile ES2015…      | =amasad =hzoo…  | 2016-11-18 | 6.18.0   | babel-plugin
2015-for-of               |                      |                 |            |          |             
babel-plugin-transform-es | Apply ES2015…        | =amasad =hzoo…  | 2016-05-17 | 6.9.0    | babel-plugin
2015-function-name        |                      |                 |            |          |             
babel-plugin-transform-es | ## Installation      | =amasad =hzoo…  | 2016-10-24 | 6.18.0   | babel-plugin
2015-instanceof           |                      |                 |            |          |             
babel-plugin-transform-es | Compile ES2015…      | =amasad =hzoo…  | 2016-05-02 | 6.8.0    | babel-plugin
2015-literals             |                      |                 |            |          |             
babel-plugin-transform-es | ## Installation      | =amasad =hzoo…  | 2016-10-24 | 6.18.0   | babel-plugin
2015-modules-amd          |                      |                 |            |          |             
babel-plugin-transform-es | ## Installation      | =amasad =hzoo…  | 2016-11-30 | 6.18.0   | babel-plugin
2015-modules-commonjs     |                      |                 |            |          |             
babel-plugin-transform-es | This plugin…         | =amasad =hzoo…  | 2016-11-16 | 6.19.0   | babel-plugin
2015-modules-systemjs     |                      |                 |            |          |             
babel-plugin-transform-es | ## Installation      | =amasad =hzoo…  | 2016-11-19 | 6.18.0   | babel-plugin
2015-modules-umd          |                      |                 |            |          |             
babel-plugin-transform-es | Compile ES2015…      | =amasad =hzoo…  | 2016-05-02 | 6.8.0    | babel-plugin
2015-object-super         |                      |                 |            |          |             
babel-plugin-transform-es | Compile ES2015…      | =amasad =hzoo…  | 2016-12-16 | 6.21.0   | babel-plugin
2015-parameters           |                      |                 |            |          |             
babel-plugin-transform-es | Compile ES2015…      | =amasad =hzoo…  | 2016-10-24 | 6.18.0   | babel-plugin
2015-shorthand-properties |                      |                 |            |          |             
babel-plugin-transform-es | Compile ES2015…      | =amasad =hzoo…  | 2016-05-02 | 6.8.0    | babel-plugin
2015-spread               |                      |                 |            |          |             
babel-plugin-transform-es | Compile ES2015…      | =amasad =hzoo…  | 2016-05-02 | 6.8.0    | babel-plugin
2015-sticky-regex         |                      |                 |            |          |             
babel-plugin-transform-es | Compile ES2015…      | =amasad =hzoo…  | 2016-05-02 | 6.8.0    | babel-plugin
2015-template-literals    |                      |                 |            |          |             
babel-plugin-transform-es | ## Installation      | =amasad =hzoo…  | 2016-10-24 | 6.18.0   | babel-plugin
2015-typeof-symbol        |                      |                 |            |          |             
babel-plugin-transform-es | Compile ES2015…      | =amasad =hzoo…  | 2016-06-27 | 6.11.0   | babel-plugin
2015-unicode-regex        |                      |                 |            |          |             
babel-plugin-transform-es | Ensure that…         | =amasad =hzoo…  | 2016-11-12 | 6.8.0    | babel-plugin
3-member-expression-liter |                      |                 |            |          |             
als                       |                      |                 |            |          |             
babel-plugin-transform-es | Ensure that…         | =amasad =hzoo…  | 2016-05-02 | 6.8.0    | babel-plugin
3-property-literals       |                      |                 |            |          |             
babel-plugin-transform-es | Compile ES5…         | =amasad =hzoo…  | 2016-05-02 | 6.8.0    | babel-plugin
5-property-mutators       |                      |                 |            |          |             
babel-plugin-transform-ev | Compile eval calls…  | =amasad =hzoo…  | 2016-05-02 | 6.8.0    | babel-plugin
al                        |                      |                 |            |          |             
babel-plugin-transform-ex | Compile…             | =amasad =hzoo…  | 2016-05-02 | 6.8.0    | babel-plugin
ponentiation-operator     |                      |                 |            |          |             
babel-plugin-transform-ex | Compile export…      | =amasad =hzoo…  | 2016-05-02 | 6.8.0    | babel-plugin
port-extensions           |                      |                 |            |          |             
babel-plugin-transform-fl | Turn flow type…      | =amasad =hzoo…  | 2016-12-16 | 6.21.0   | babel-plugin
ow-comments               |                      |                 |            |          |             
babel-plugin-transform-fl | Strip flow type…     | =amasad =hzoo…  | 2017-01-10 | 6.21.0   | babel-plugin
ow-strip-types            |                      |                 |            |          |             
babel-plugin-transform-fu | Compile function…    | =amasad =hzoo…  | 2016-05-02 | 6.8.0    | babel-plugin
nction-bind               |                      |                 |            |          |             
babel-plugin-transform-gl | Transform global…    | =boopathi       | 2016-07-06 | 0.1.1    | 
obal-defs                 |                      |                 |            |          | 
babel-plugin-transform-gl | Transform global…    | =boopathi       | 2016-07-04 | 0.1.0    | 
obals-defs                |                      |                 |            |          | 
babel-plugin-transform-in | Inline environment…  | =amasad…        | 2017-01-17 | 0.0.2    | babel-plugin
line-environment-variable |                      |                 |            |          |             
s                         |                      |                 |            |          |             
babel-plugin-transform-js | Babel plugin to fix… | =amasad =hzoo…  | 2016-05-02 | 6.8.0    | babel-plugin
cript                     |                      |                 |            |          |             
babel-plugin-transform-me | Turn valid member…   | =amasad…        | 2017-01-17 | 6.8.1    | babel-plugin
mber-expression-literals  |                      |                 |            |          |             
babel-plugin-transform-me | Merge sibling…       | =amasad…        | 2017-01-17 | 6.8.1    | babel-plugin
rge-sibling-variables     |                      |                 |            |          |             
babel-plugin-transform-mi | Turn boolean…        | =amasad…        | 2016-11-18 | 6.8.0    | babel-plugin
nify-booleans             |                      |                 |            |          |             
babel-plugin-transform-mo | A Babel 6 plugin to… | =loganfsmyth    | 2016-01-20 | 0.1.2    | 
dule-exports-reflection   |                      |                 |            |          | 
babel-plugin-transform-no | Inline the…          | =amasad…        | 2017-01-17 | 0.0.2    | babel-plugin
